id,customer_id,make,model,year,vin,license_plate,color,mileage,created_at
32,370,Dodge,Door,2013,1c3cdzcb6dn599101,LP-770820,White,80099,2024-12-06 17:23:00
33,734,Chrysler,Door,2007,1c3lc66m77n591138,LP-660594,Gold,104405,2024-07-15 15:47:00
34,245,Jeep,Mpv,2019,1c4hjxeg0kw596497,LP-256941,Red,8930,2024-11-01 00:21:00
35,308,Jeep,Mpv,2019,1c4hjxeg1kw608401,LP-264250,Orange,14195,2024-04-30 21:13:00
36,164,Jeep,Mpv,2019,1c4hjxeg1kw609998,LP-264249,Red,13273,2024-03-05 10:35:00
37,30,Jeep,Mpv,2019,1c4hjxeg2kw600727,LP-271446,Black,12038,2024-08-21 22:47:00
38,760,Jeep,Mpv,2019,1c4hjxeg5kw608448,LP-256958,Yellow,10861,2024-11-15 06:30:00
39,24,Jeep,Mpv,2019,1c4hjxeg7kw589272,LP-256942,Yellow,8395,2024-05-09 00:46:00
40,425,Jeep,Mpv,2019,1c4hjxeg7kw590115,LP-256952,Gray,12905,2024-11-06 17:14:00
41,346,Jeep,Mpv,2019,1c4hjxeg8kw651309,LP-256956,Red,12253,2024-07-23 05:13:00
42,40,Jeep,Mpv,2019,1c4hjxegxkw589301,LP-256954,White,11229,2024-10-10 07:29:00
43,460,Jeep,Mpv,2019,1c4hjxegxkw600703,LP-256957,Yellow,11449,2024-01-29 07:49:00
44,101,Jeep,Door,2014,1c4njrfb0ed707552,LP-698715,White,108895,2024-02-27 21:21:00
45,310,Jeep,Mpv,2019,1c4pjldb3kd419559,LP-697949,Silver,30546,2024-07-08 06:09:00
46,358,Jeep,Mpv,2019,1c4pjldbxkd300679,LP-698671,Red,43965,2024-03-20 09:22:00
47,390,Jeep,Mpv,2019,1c4pjllb6kd184477,LP-697950,Silver,46985,2024-10-27 22:54:00
48,350,Jeep,Cherokee,2019,1c4pjmbx2kd360704,LP-802533,White,31156,2024-03-03 01:40:00
49,724,Jeep,Cherokee,2019,1c4pjmbx6kd298174,LP-802534,Silver,28649,2024-11-25 10:54:00
50,293,Jeep,Cherokee,2019,1c4pjmbx6kd298806,LP-802532,Charcoal,38355,2024-06-28 02:25:00
51,624,Jeep,Mpv,2019,1c4pjmdx4kd197521,LP-698679,Red,47798,2024-03-23 08:56:00
52,532,Dodge,Door,2013,1c4rdhag5dc663297,LP-624835,White,124247,2024-09-30 07:13:00
53,109,Dodge,Durango,2019,1c4rdhdg0kc557042,LP-553511,Silver,35443,2024-01-27 08:05:00
54,497,Dodge,Durango,2019,1c4rdhdg0kc675964,LP-752776,Red,26462,2024-07-14 14:16:00
55,351,Dodge,Durango,2019,1c4rdhdg1kc557017,LP-553420,White,25780,2024-02-21 09:30:00
56,603,Dodge,Durango,2019,1c4rdhdg2kc645025,LP-801954,Gray,36203,2024-04-17 12:23:00
57,278,Dodge,Durango,2019,1c4rdhdg3kc645177,LP-801945,White,36750,2024-08-25 01:10:00
58,467,Dodge,Durango,2019,1c4rdhdg3kc675893,LP-553423,Black,25032,2024-07-26 06:27:00
59,664,Dodge,Durango,2019,1c4rdhdg3kc769255,LP-553418,Silver,30161,2024-11-15 18:29:00
60,606,Dodge,Durango,2019,1c4rdhdg4kc769457,LP-767327,No_color,19235,2024-12-21 22:36:00
61,656,Dodge,Durango,2019,1c4rdhdg6kc557000,LP-553506,White,30408,2024-08-19 18:08:00
62,90,Dodge,Durango,2019,1c4rdhdg7kc675959,LP-553491,Gray,30630,2024-07-05 07:34:00
63,765,Dodge,Durango,2019,1c4rdhdg7kc684421,LP-801946,White,49575,2024-11-10 20:20:00
64,122,Dodge,Door,2013,1c4rdjag0dc608666,LP-738875,Black,109176,2024-04-08 04:23:00
65,280,Dodge,Door,2016,1c4rdjag5gc486469,LP-773290,White,82240,2024-11-22 03:50:00
66,668,Dodge,Durango,2017,1c4rdjag5hc622178,LP-753011,Gray,30309,2024-01-27 10:06:00
67,80,Dodge,Durango,2019,1c4rdjdg0kc622141,LP-611478,Black,15275,2024-10-14 04:32:00
68,643,Dodge,Durango,2019,1c4rdjdg1kc691579,LP-801956,Charcoal,31447,2024-09-10 14:39:00
69,157,Dodge,Durango,2018,1c4rdjdg2jc329601,LP-755496,White,49496,2024-08-28 13:19:00
70,98,Dodge,Durango,2019,1c4rdjdg2kc780335,LP-580494,White,16397,2024-06-03 21:38:00
71,332,Dodge,Door,2013,1c4rdjdg3dc674852,LP-496123,White,86500,2024-10-14 11:39:00
72,243,Dodge,Durango,2019,1c4rdjdg3kc827484,LP-611469,Silver,17896,2024-10-27 08:00:00
73,565,Dodge,Door,2015,1c4rdjdg4fc750792,LP-736958,White,107924,2024-01-23 06:31:00
74,493,Dodge,Durango,2019,1c4rdjdg5kc733915,LP-717748,Red,30092,2024-09-13 05:35:00
75,762,Dodge,Durango,2019,1c4rdjdg5kc744770,LP-724371,White,25815,2024-03-05 06:38:00
76,689,Dodge,Durango,2019,1c4rdjdg5kc780720,LP-744677,Gray,21309,2024-01-23 17:06:00
77,595,Dodge,Durango,2017,1c4rdjdg6hc833787,LP-750272,White,27060,2024-05-24 05:54:00
78,241,Dodge,Durango,2019,1c4rdjdg6kc684983,LP-553512,Silver,32724,2024-04-17 19:15:00
79,495,Dodge,Durango,2019,1c4rdjdg6kc701149,LP-724305,Gray,23987,2024-09-23 16:17:00
80,52,Dodge,Durango,2019,1c4rdjdg6kc770276,LP-724309,Black,17160,2024-03-14 17:03:00
81,226,Dodge,Durango,2019,1c4rdjdg7kc651586,LP-801952,Silver,32474,2024-12-02 12:47:00
82,402,Dodge,Durango,2019,1c4rdjdg7kc780041,LP-565682,Gray,14355,2024-12-10 18:08:00
83,596,Dodge,Durango,2017,1c4rdjdg8hc653002,LP-752407,Black,38956,2024-03-17 17:09:00
84,187,Dodge,Durango,2019,1c4rdjdg9kc722562,LP-734880,Silver,20034,2024-09-20 05:42:00
85,196,Dodge,Durango,2019,1c4rdjdg9kc780705,LP-744683,Silver,22272,2024-07-10 12:25:00
86,249,Dodge,Durango,2017,1c4rdjdgxhc847904,LP-628762,Red,89795,2024-01-18 19:16:00
87,154,Dodge,Durango,2019,1c4rdjdgxkc664221,LP-749579,White,36127,2024-01-28 20:08:00
88,159,Dodge,Durango,2019,1c4rdjdgxkc701199,LP-750666,Gray,14656,2024-09-08 06:36:00
89,499,Dodge,Durango,2019,1c4rdjdgxkc744523,LP-553403,Gray,28551,2024-03-04 15:02:00
90,45,Dodge,Durango,2019,1c4rdjdgxkc770197,LP-724315,White,26929,2024-04-20 03:55:00
91,437,Dodge,Door,2014,1c4rdjeg3ec591566,LP-783985,No_color,86125,2024-05-12 14:08:00
92,120,Dodge,Door,2015,1c4rdjeg3fc112029,LP-780468,Red,23095,2024-06-23 18:44:00
93,162,Jeep,Mpv,2019,1c4rjebg1kc776053,LP-697952,Silver,22123,2024-01-29 05:24:00
94,461,Jeep,Door,2014,1c4rjfbg4ec441069,LP-698716,Gray,72732,2024-03-24 14:40:00
95,114,Dodge,Durango,2019,1c4sdhct3kc769532,LP-492266,Gray,29086,2024-02-26 19:14:00
96,106,Dodge,Durango,2017,1c4sdhctxhc936557,LP-783117,No_color,20328,2024-11-18 17:04:00
97,498,Dodge,Durango,2019,1c4sdjct0kc744790,LP-796327,Black,26503,2024-09-30 12:13:00
98,709,Dodge,Mpv,2018,1c4sdjct1jc174166,LP-656474,White,19420,2024-07-09 11:15:00
99,537,Dodge,Durango,2019,1c4sdjct1kc779869,LP-625333,Gray,7247,2024-04-27 17:41:00
100,388,Dodge,Durango,2019,1c4sdjct1kc817603,LP-734879,Black,15003,2024-09-06 16:04:00
101,405,Dodge,Durango,2019,1c4sdjct2kc576022,LP-774395,Silver,41198,2024-12-18 06:22:00
102,419,Dodge,Durango,2019,1c4sdjct2kc585450,LP-744679,White,8605,2024-02-06 08:38:00
103,55,Dodge,Durango,2019,1c4sdjct2kc632962,LP-625334,White,9023,2024-12-19 12:28:00
104,509,Dodge,Durango,2019,1c4sdjct2kc681580,LP-625320,Gray,20800,2024-02-24 21:31:00
105,13,Dodge,Durango,2019,1c4sdjct2kc683796,LP-730778,White,15655,2024-08-29 18:37:00
106,324,Dodge,Durango,2018,1c4sdjct3jc248087,LP-627221,White,20907,2024-09-15 14:45:00
107,17,Dodge,Durango,2019,1c4sdjct3kc632985,LP-615133,Red,26090,2024-01-19 03:25:00
108,39,Dodge,Durango,2019,1c4sdjct3kc820776,LP-734876,Gray,17909,2024-01-29 02:25:00
109,704,Dodge,Durango,2019,1c4sdjct4kc740628,LP-625318,Gray,10631,2024-01-10 12:28:00
110,449,Dodge,Durango,2019,1c4sdjct4kc745182,LP-625326,Black,15502,2024-10-24 17:30:00
111,450,Dodge,Durango,2019,1c4sdjct4kc779848,LP-625330,White,14117,2024-11-02 11:14:00
112,322,Dodge,Durango,2017,1c4sdjct5hc857353,LP-628774,White,57158,2024-08-29 16:28:00
113,208,Dodge,Durango,2019,1c4sdjct5kc738497,LP-774400,Black,26353,2024-05-31 20:16:00
114,163,Dodge,Durango,2019,1c4sdjct5kc744865,LP-759499,Red,26549,2024-09-22 04:28:00
115,265,Dodge,Durango,2019,1c4sdjct5kc811965,LP-625319,Silver,13960,2024-10-07 16:52:00
116,625,Dodge,Durango,2019,1c4sdjct6kc717612,LP-759493,White,32251,2024-09-04 08:06:00
117,411,Dodge,Door,2014,1c4sdjct7ec971656,LP-793438,Black,72594,2024-01-17 01:10:00
118,733,Dodge,Durango,2019,1c4sdjct7kc626641,LP-744693,White,10930,2024-08-19 19:51:00
119,23,Dodge,Durango,2019,1c4sdjct7kc633007,LP-615150,Red,22863,2024-04-16 10:34:00
120,363,Dodge,Durango,2019,1c4sdjct7kc647733,LP-615143,Black,25456,2024-01-08 18:06:00
121,468,Dodge,Durango,2019,1c4sdjct7kc769752,LP-625329,Silver,9669,2024-04-30 23:13:00
122,451,Dodge,Durango,2019,1c4sdjct7kc779861,LP-625325,Gray,8873,2024-09-30 01:25:00
123,434,Dodge,Durango,2019,1c4sdjctxkc691872,LP-774401,White,28280,2024-08-10 01:55:00
124,130,Dodge,Durango,2019,1c4sdjet3kc625404,LP-600947,Black,19695,2024-03-21 18:28:00
125,551,Dodge,Durango,2018,1c4sdjgj9jc370929,LP-748862,White,8047,2024-11-07 03:35:00
126,564,Dodge,Durango,2019,1c4sdjgj9kc575135,LP-625396,Red,3966,2024-04-26 23:56:00
127,172,Dodge,Door,2012,1c6rd7ft0cs326533,LP-766587,Gray,99015,2024-09-07 03:43:00
128,81,Dodge,Door,2012,1c6rd7ft6cs238912,LP-773764,Gray,144220,2024-04-03 03:21:00
129,69,Dodge,Door,2012,1c6rd7ht8cs279667,LP-767147,Blue,165836,2024-06-20 20:58:00
130,301,Dodge,Door,2012,1c6rd7lt4cs187334,LP-757926,Black,66452,2024-02-20 21:52:00
131,648,Ram,Door,2017,1c6rr7pt3hs659994,LP-668548,White,30421,2024-09-21 03:04:00
132,740,Dodge,Pickup,2006,1d7ks28c96j246101,LP-758709,Silver,111782,2024-01-16 23:21:00
133,637,Dodge,Door,2011,1d7rw3gp7bs614101,LP-758116,Black,35275,2024-02-23 10:05:00
134,561,Ford,Door,2015,1fa6p0g70f5119774,LP-773531,Black,60015,2024-01-15 10:24:00
135,5,Ford,Door,2015,1fa6p0h72f5106961,LP-495679,Gray,57345,2024-12-03 03:34:00
136,255,Ford,Door,2015,1fa6p0h74f5125348,LP-541546,Gray,64495,2024-05-25 04:58:00
137,110,Ford,Door,2015,1fa6p0h76f5128221,LP-541538,Silver,136307,2024-12-26 00:01:00
138,488,Ford,Door,2015,1fa6p0h78f5126079,LP-541539,Gray,102590,2024-11-09 06:56:00
139,133,Ford,Door,2014,1fa6p0hd0e5355683,LP-744884,Blue,63291,2024-10-19 03:14:00
140,697,Ford,Door,2016,1fa6p0hd4g5100361,LP-611905,White,72851,2024-10-23 00:34:00
141,173,Ford,Door,2016,1fa6p0hd9g5118807,LP-725936,Gray,98625,2024-02-12 10:36:00
142,559,Ford,Doors,2015,1fa6p8am0f5365382,LP-564896,Gray,67037,2024-01-16 01:58:00
143,569,Ford,Doors,2015,1fa6p8am2f5403582,LP-564875,Silver,59646,2024-05-02 22:09:00
144,207,Ford,Door,2016,1fa6p8am2g5230129,LP-800444,Red,49094,2024-04-20 22:27:00
145,236,Ford,Doors,2015,1fa6p8am3f5306570,LP-564872,White,54778,2024-01-02 21:51:00
146,438,Ford,Doors,2015,1fa6p8am3f5330934,LP-715943,Red,83693,2024-12-16 23:44:00
147,35,Ford,Doors,2016,1fa6p8am3g5250504,LP-653520,Shadow black,27940,2024-07-31 01:27:00
148,421,Ford,Doors,2015,1fa6p8am4f5334930,LP-564840,Blue,102800,2024-11-02 15:57:00
149,613,Ford,Door,2016,1fa6p8am4g5301086,LP-610933,Blue,30325,2024-11-12 08:44:00
150,651,Ford,Doors,2015,1fa6p8cf0f5308078,LP-564818,White,51884,2024-02-07 08:03:00
151,247,Ford,Doors,2015,1fa6p8cf0f5312423,LP-564910,Black,64135,2024-10-30 00:27:00
152,452,Ford,Door,2015,1fa6p8cf0f5385064,LP-541550,Black,47866,2024-11-07 21:42:00
153,686,Ford,Doors,2016,1fa6p8cf0g5204627,LP-653519,Ruby red metallic tinted clearcoat,16771,2024-10-11 10:56:00
154,41,Ford,Doors,2018,1fa6p8cf0j5118581,LP-654223,Royal crimson metallic tinted clearcoat,16194,2024-03-29 14:30:00
155,616,Ford,Doors,2018,1fa6p8cf0j5159227,LP-654227,Ingot silver metallic,4512,2024-11-19 06:24:00
156,730,Ford,Doors,2016,1fa6p8cf1g5209884,LP-653387,Shadow black,6249,2024-09-30 04:22:00
157,757,Ford,Doors,2018,1fa6p8cf1j5126821,LP-654224,Kona blue metallic,13674,2024-05-15 05:17:00
158,657,Ford,Doors,2018,1fa6p8cf1j5175131,LP-654231,Ingot silver,15550,2024-04-21 08:00:00
159,550,Ford,Mustang,2019,1fa6p8cf1k5144124,LP-752777,Black,16293,2024-10-27 23:51:00
160,270,Ford,Doors,2015,1fa6p8cf2f5306378,LP-564913,Black,46540,2024-08-29 08:38:00
161,513,Ford,Doors,2015,1fa6p8cf2f5362711,LP-564874,Red,19130,2024-02-18 18:08:00
162,267,Ford,Doors,2015,1fa6p8cf2f5430053,LP-715939,Black,2807,2024-02-25 11:23:00
163,702,Ford,Doors,2016,1fa6p8cf2g5223518,LP-653389,Triple yellow tri-coat,7275,2024-12-04 10:23:00
164,610,Ford,Doors,2018,1fa6p8cf2j5161626,LP-654219,Ruby red,10421,2024-11-06 14:23:00
165,768,Ford,Doors,2015,1fa6p8cf3f5404612,LP-564817,White,39509,2024-12-10 09:22:00
166,510,Ford,Mustang,2016,1fa6p8cf3g5242238,LP-738456,Blue,18367,2024-01-12 08:42:00
167,320,Ford,Doors,2018,1fa6p8cf3j5172103,LP-654222,Shadow black,6881,2024-06-03 09:34:00
168,274,Ford,Mustang,2019,1fa6p8cf3k5102120,LP-638863,Black,12764,2024-02-29 15:40:00
169,391,Ford,Doors,2018,1fa6p8cf4j5145797,LP-654218,Black,14023,2024-12-03 05:07:00
170,749,Ford,Doors,2016,1fa6p8cf5g5235498,LP-653521,Black,27369,2024-04-01 12:51:00
171,677,Ford,Doors,2018,1fa6p8cf5j5125462,LP-654229,Ingot silver metallic,4712,2024-01-26 16:25:00
172,288,Ford,Doors,2015,1fa6p8cf6f5325225,LP-564847,Orange,27165,2024-01-03 18:52:00
173,275,Ford,Doors,2015,1fa6p8cf7f5308496,LP-715940,Gray,71955,2024-02-28 14:45:00
174,256,Ford,Doors,2015,1fa6p8cf7f5325900,LP-564841,Green,3915,2024-12-26 07:05:00
175,521,Ford,Doors,2015,1fa6p8cf7f5357357,LP-564912,Oxford white,39367,2024-10-11 15:52:00
176,558,Ford,Doors,2015,1fa6p8cf8f5308068,LP-715942,Competition orange,28937,2024-02-29 07:41:00
177,534,Ford,Doors,2016,1fa6p8cf8g5225189,LP-653516,Green,49882,2024-01-10 20:56:00
178,147,Ford,Doors,2016,1fa6p8cf8g5263621,LP-653388,Gray,10700,2024-05-29 15:32:00
179,14,Ford,Doors,2015,1fa6p8cf9f5365377,LP-564815,Color:,25734,2024-04-11 09:30:00
180,409,Ford,Doors,2018,1fa6p8cf9j5110592,LP-654225,Magnetic metallic,6921,2024-11-09 19:40:00
181,568,Ford,Doors,2018,1fa6p8cf9j5120362,LP-654228,Gray,4181,2024-01-26 19:22:00
182,392,Ford,Doors,2018,1fa6p8cf9j5125433,LP-654226,Black,14059,2024-04-01 10:21:00
183,198,Ford,Mustang,2018,1fa6p8cf9j5131958,LP-778969,Blue,2042,2024-04-08 09:02:00
184,687,Ford,Mustang,2019,1fa6p8cf9k5108973,LP-750818,White,13558,2024-11-13 20:42:00
185,747,Ford,Doors,2016,1fa6p8jz6g5525309,LP-653518,Magnetic metallic,16956,2024-06-10 23:31:00
186,525,Ford,Mustang,2017,1fa6p8jz8h5523692,LP-779872,Black,2205,2024-05-04 09:22:00
187,248,Ford,Mustang,2019,1fa6p8k02k5503784,LP-732976,Green,878,2024-10-29 05:38:00
188,77,Ford,Doors,2015,1fa6p8th0f5382067,LP-564915,Black,69438,2024-01-31 23:50:00
189,456,Ford,Mustang,2018,1fa6p8th0j5176725,LP-782357,No_color,16079,2024-09-16 11:56:00
190,725,Ford,Mustang,2018,1fa6p8th1j5133883,LP-782359,White,41147,2024-12-07 06:26:00
191,292,Ford,Doors,2018,1fa6p8th1j5167452,LP-654215,White,36637,2024-09-14 23:57:00
192,201,Ford,Mustang,2018,1fa6p8th3j5135439,LP-778967,Red,6248,2024-07-27 09:04:00
193,134,Ford,Doors,2015,1fa6p8th4f5373291,LP-715938,Black,54396,2024-07-03 11:39:00
194,552,Ford,Doors,2015,1fa6p8th5f5420201,LP-564845,White,48374,2024-03-23 17:58:00
195,112,Ford,Doors,2016,1fa6p8th6g5218050,LP-653386,Black,23796,2024-08-23 18:37:00
196,131,Ford,Doors,2015,1fa6p8th7f5344481,LP-564844,Silver,73891,2024-05-15 18:57:00
197,676,Ford,Doors,2015,1fa6p8th8f5304703,LP-715941,Triple yellow tri-coat,48472,2024-03-08 17:26:00
198,714,Ford,Doors,2015,1fa6p8th8f5307097,LP-564892,Black,8400,2024-09-30 04:50:00
199,221,Ford,Doors,2015,1fa6p8th8f5341198,LP-564839,Oxford white,56703,2024-02-04 14:34:00
200,669,Ford,Doors,2015,1fa6p8th8f5346675,LP-564894,Gray,45084,2024-06-29 13:10:00
201,672,Ford,Doors,2016,1fa6p8th8g5255908,LP-653390,Gray,105115,2024-01-15 14:19:00
202,4,Ford,Doors,2018,1fa6p8th8j5115591,LP-654217,White,42470,2024-06-22 00:43:00
203,753,Ford,Doors,2018,1fa6p8th8j5120337,LP-654230,Lightning blue,7109,2024-07-27 09:40:00
204,250,Ford,Doors,2016,1fa6p8thxg5208671,LP-653515,Black,45814,2024-08-05 03:34:00
205,682,Ford,Doors,2018,1fa6p8thxj5164792,LP-654211,Red,6821,2024-07-11 05:10:00
206,46,Ford,Focus,2018,1fadp3e23jl254221,LP-739185,Gray,8884,2024-04-08 06:06:00
207,312,Ford,Doors,2017,1fadp3e24hl348263,LP-656526,Gray,31563,2024-11-19 07:43:00
208,217,Ford,Door,2013,1fadp3e26dl161150,LP-620275,White,113444,2024-02-19 12:06:00
209,376,Ford,Door,2014,1fadp3f20el320177,LP-758222,White,112789,2024-02-16 19:02:00
210,741,Ford,Door,2016,1fadp3f20gl369771,LP-610936,No_color,66655,2024-02-01 16:20:00
211,389,Ford,Door,2014,1fadp3f22el318074,LP-727580,Silver,87420,2024-08-06 04:41:00
212,140,Ford,Focus,2017,1fadp3f25hl234464,LP-802313,Black,57889,2024-12-29 04:20:00
213,535,Ford,Door,2016,1fadp3f26gl367412,LP-652919,Gray,110826,2024-07-07 16:38:00
214,246,Ford,Door,2016,1fadp3f29gl296335,LP-780249,No_color,40437,2024-09-17 11:08:00
215,492,Ford,Door,2015,1fadp3f2xfl240127,LP-598272,Black,80612,2024-04-14 05:46:00
216,512,Ford,Focus,2017,1fadp3j22hl268403,LP-742322,Red,65164,2024-06-24 23:43:00
217,607,Ford,Door,2013,1fadp3j23dl155179,LP-773673,No_color,0,2024-10-22 07:28:00
218,342,Ford,Focus,2018,1fadp3j2xjl279400,LP-755491,White,23164,2024-09-18 19:37:00
219,254,Ford,Door,2013,1fadp3k21dl266148,LP-727773,Silver,999999,2024-02-26 13:54:00
220,296,Ford,Door,2017,1fadp3k21hl268441,LP-651911,Black,0,2024-10-15 02:30:00
221,448,Ford,Door,2013,1fadp3k22dl187362,LP-591318,Gray,110748,2024-12-07 06:58:00
222,93,Ford,Focus,2018,1fadp3k23jl219764,LP-755494,White,21405,2024-02-16 15:40:00
223,721,Ford,Door,2016,1fadp3k25gl216776,LP-727319,Black,84338,2024-11-17 09:48:00
224,401,Ford,Door,2013,1fadp3k26dl359277,LP-727764,Black,58913,2024-02-27 14:09:00
225,589,Ford,Door,2014,1fadp3k26el249167,LP-357800,Silver,116535,2024-02-18 14:59:00
226,720,Ford,Door,2016,1fadp3k28gl311932,LP-743079,Black,64111,2024-12-02 21:55:00
227,406,Ford,Door,2016,1fadp3k28gl330142,LP-741697,Black,30735,2024-08-11 07:41:00
228,67,Ford,Door,2014,1fadp3l99el442649,LP-733393,White,80652,2024-10-02 21:07:00
229,472,Ford,Focus,2016,1fadp3l99gl358964,LP-793047,Black,54984,2024-06-07 20:32:00
230,337,Ford,Focus,2018,1fadp3m26jl307477,LP-755490,Black,16971,2024-11-09 18:17:00
231,514,Ford,Focus,2017,1fadp3m2xhl322025,LP-604497,Gray,15075,2024-01-05 11:05:00
232,432,Ford,Focus,2018,1fadp3n27jl252178,LP-801288,Green,52240,2024-01-21 21:50:00
233,37,Ford,Hybrid,2016,1fadp5au1gl114180,LP-801493,Blue,26654,2024-02-21 00:17:00
234,72,Ford,Door,2015,1fadp5au3fl108248,LP-660600,White,124542,2024-11-13 02:32:00
235,417,Ford,Doors,2017,1fadp5auxhl109013,LP-656126,White,44174,2024-08-10 21:50:00
236,88,Ford,Door,2000,1fafp34p7yw270338,LP-251902,Black,124969,2024-08-10 12:46:00
237,483,Ford,Wagon,2006,1fafp36n06w137851,LP-660576,No_color,26914,2024-01-31 12:21:00
238,47,Ford,Door,2003,1fafp55u03a242094,LP-610324,Gold,246065,2024-06-25 04:27:00
239,578,Ford,Taurus,2018,1fahp2d80jg104075,LP-722436,White,41864,2024-08-11 13:59:00
240,692,Ford,Door,2016,1fahp2e84gg136518,LP-801747,Gray,40774,2024-04-14 19:03:00
241,758,Ford,Taurus,2017,1fahp2e88hg132084,LP-636134,Blue,13328,2024-06-24 21:45:00
242,609,Ford,Taurus,2018,1fahp2f84jg117375,LP-667719,Silver,38370,2024-01-13 19:12:00
243,638,Ford,Door,2013,1fahp2f87dg198571,LP-799645,Gray,104764,2024-12-08 06:51:00
244,272,Ford,Taurus,2019,1fahp2j81kg116841,LP-745472,Red,12174,2024-08-09 16:53:00
245,42,Ford,Taurus,2019,1fahp2j84kg115859,LP-745465,Gray,12928,2024-02-22 16:02:00
246,604,Ford,Taurus,2019,1fahp2j87kg116553,LP-745531,White,16924,2024-05-08 16:46:00
247,577,Ford,Taurus,2018,1fahp2j88jg135238,LP-778957,White,14599,2024-01-26 22:30:00
248,113,Ford,Taurus,2019,1fahp2j89kg115971,LP-745532,Silver,17260,2024-09-04 05:36:00
249,344,Ford,Taurus,2019,1fahp2j8xkg115025,LP-745529,White,18202,2024-07-20 15:30:00
250,641,Ford,Door,2012,1fahp2kt0cg106208,LP-726949,Black,173601,2024-09-10 11:21:00
251,546,Ford,Taurus,2016,1fahp2kt0gg121703,LP-784760,Black,75580,2024-10-09 00:19:00
252,287,Ford,Door,2009,1fahp35n09w109143,LP-611047,Black,184889,2024-02-14 01:12:00
253,541,Ford,Door,2012,1fahp3f23cl414648,LP-561238,Red,167376,2024-12-17 04:30:00
254,209,Ford,Door,2012,1fahp3f27cl372579,LP-596499,White,78072,2024-07-14 23:01:00
255,735,Ford,Door,2012,1fahp3f29cl226555,LP-770840,Blue,98470,2024-05-01 13:45:00
256,362,Ford,Door,2012,1fahp3j23cl241544,LP-543164,White,98620,2024-02-02 15:46:00
257,43,Ford,Door,2012,1fahp3m22cl334180,LP-652613,White,163334,2024-05-31 20:33:00
258,469,Ford,Convertible,2003,1fahp60a63y107799,LP-754173,Gray,58817,2024-11-06 23:33:00
259,63,Ford,Door,1996,1falp62w5th144314,LP-359712,Green,296860,2024-01-19 08:40:00
260,518,Ford,Doors,2015,1fatp8em4f5415097,LP-564843,Magnetic metallic,62542,2024-08-12 03:38:00
261,766,Ford,Doors,2016,1fatp8ff0g5296868,LP-653517,Triple yellow tri-coat,15825,2024-08-15 03:11:00
262,105,Ford,Mustang,2019,1fatp8ff0k5119522,LP-740627,Red,10167,2024-11-15 01:02:00
263,369,Ford,Mustang,2019,1fatp8ff0k5161477,LP-801794,White,25011,2024-06-11 17:55:00
